pert_id	cmap_name
BRD-K38205437	BRD-K38205437
BRD-K55991774	BAS-09104376
BRD-K41757249	BRD-K41757249
BRD-K06071925	BRD-K06071925
BRD-K64610608	EMF-BCA1-57
BRD-K91900765	VX-745
BRD-A48570745	ivermectin
BRD-A15415227	GW-1929
BRD-A30590053	MR-16728
BRD-A15131297	benazepril
BRD-K25906698	immepip
BRD-K03015355	forskolin
BRD-K20482099	rutin
BRD-K01648091	LE-300
BRD-K24240364	GYKI-52466
BRD-A84205515	estriol
BRD-K76587808	fraxetin
BRD-K36022244	BRD-K36022244
BRD-K60093216	BRD-K60093216
BRD-K27141178	SB-203186
BRD-A32836748	leu-enkephalin
BRD-K03568209	MW-STK33-4C
BRD-K02646507	KU-C104250
BRD-A16820783	BRD-A16820783
BRD-K02174945	BRD-K02174945
BRD-K13277629	BRD-K13277629
BRD-K78385490	BRD-K78385490
BRD-K86231656	BRD-K86231656
BRD-K34596778	BRD-K34596778
BRD-K02607075	tubocurarine
BRD-K87049188	fusaric-acid
BRD-A00758722	noretynodrel
BRD-K75699339	rizatriptan
BRD-A37867643	safrolglycol
BRD-K50841342	PAC-1
BRD-K24598397	BRD-K24598397
BRD-A53107311	BRD-A53107311
BRD-K72864428	BRD-K72864428
BRD-K67880862	PSH-027
BRD-K22006123	BRD-K22006123
BRD-K51155404	BRD-K51155404
BRD-K39462424	dexchlorpheniramine
BRD-K78388870	BRD-K78388870
BRD-K97476371	VU-0415011
BRD-K18726304	BRD-K18726304
BRD-K40949493	BRD-K40949493
BRD-K98575502	BRD-K98575502
BRD-K49237419	KU-C103671
BRD-K55557659	BRD-K55557659
BRD-K19181733	BRD-K19181733
BRD-K18587499	ST-4049616
BRD-K55536701	BRD-K55536701
BRD-A39969961	eplerenone
BRD-A39290993	cyproterone
BRD-K88544581	CI-976
BRD-K33495169	KUC104235N
BRD-K35254025	BRD-K35254025
BRD-K37021324	BRD-K37021324
BRD-K70578146	dactinomycin
BRD-K45888792	huperzine-a
BRD-K33606495	BRD-K33606495
BRD-A25416824	BRD-A25416824
BRD-U64289953	BRD-U64289953
BRD-A10188456	dexamethasone
BRD-K71142328	BRD-K71142328
BRD-A09164687	BRD-A09164687
BRD-K75999307	BRD-K75999307
BRD-K66029294	KU-C104126N
BRD-K49403449	BRD-K49403449
BRD-K16508793	diazepam
BRD-A94624445	bucladesine
BRD-K37080523	isoreserpine
BRD-A17453586	MDL-72832
BRD-K43978949	PIT
BRD-K12765235	carbenoxolone
BRD-K54411430	robustic-acid
BRD-A80151636	bromocriptine
BRD-A64297288	amlodipine
BRD-K96471533	nitazoxanide
BRD-K23657553	BRD-K23657553
BRD-K74931283	BRD-K74931283
BRD-K01800709	BRD-K01800709
BRD-K86727142	embelin
BRD-A17065207	brefeldin-a
BRD-K60923938	veratridine
BRD-K11634954	GBR-13069
BRD-K21667562	AM-404
BRD-K74486276	BRD-K74486276
BRD-K90417362	BRD-K90417362
BRD-K30468800	BRD-K30468800
BRD-A95820578	BRD-A95820578
BRD-A89907244	BRD-A89907244
BRD-K02502363	BRD-K02502363
BRD-K61192372	capecitabine
BRD-A93893742	EMF-sumo1-2
BRD-A75172220	hydrocortisone
BRD-K06221026	DUP-697
BRD-A23770159	sirolimus
BRD-K63954456	BRD-K63954456
BRD-K09460252	BRD-K09460252
BRD-A96272097	BRD-A96272097
BRD-K88714443	BRD-K88714443
BRD-K02581333	BRD-K02581333
BRD-K15791587	L-733060
BRD-K63913457	eicosatrienoic-acid
BRD-K71534238	GW-9508
BRD-K83929831	BRD-K83929831
BRD-K51454562	BRD-K51454562
BRD-K26669427	WR-216174
BRD-A43930669	L-368899
BRD-K26134695	calpeptin
BRD-A76279427	myriocin
BRD-K45117373	Y-26763
BRD-A35338386	NECA
BRD-A02809788	ARG-TC-41
BRD-A39093044	K784-3187
BRD-K71322910	ST-012525
BRD-K04733502	BRD-K04733502
BRD-K57104759	BRD-K57104759
BRD-K73819439	BRD-K73819439
BRD-A77299732	salubrinal
BRD-K25690923	BRD-K25690923
BRD-K78167523	BRD-K78167523
BRD-A76463343	VU-0447134-2
BRD-K28215800	BRD-K28215800
BRD-A57457122	VU-0400071-3
BRD-A11095214	BRD-A11095214
BRD-K96194181	BRD-K96194181
BRD-K22129929	BRD-K22129929
BRD-A89049230	BRD-A89049230
BRD-K30463976	BRD-K30463976
BRD-K63157263	BRD-K63157263
BRD-K25774147	BRD-K25774147
BRD-K01624546	docosatrienoic-acid
BRD-A95696820	acadesine
BRD-K91701654	U-0126
BRD-K44812652	BRD-K44812652
BRD-K95760042	BRD-K95760042
BRD-K75308990	BRD-K75308990
BRD-K89383912	BRD-K89383912
BRD-K96704648	BRD-K96704648
BRD-K28366633	BRD-K28366633
BRD-K33459729	BRD-K33459729
BRD-K70918941	BRD-K70918941
BRD-K62748479	BRD-K62748479
BRD-K49861754	BRD-K49861754
BRD-K52914903	BRD-K52914903
BRD-K19605405	ZM-241385
BRD-K16233984	BRD-K16233984
BRD-K93433262	alfacalcidol
BRD-A66604020	BRD-A66604020
BRD-K36111767	BRD-K36111767
BRD-K81249836	BRD-K81249836
BRD-A36066264	BRD-A36066264
BRD-K81376179	TCS-359
BRD-K35377380	I-OMe-AG-538
BRD-K50464341	berbamine
BRD-K39503511	quiflapon
BRD-K52836380	AZD-7545
BRD-K50985433	BRD-K50985433
BRD-K69422440	BRD-K69422440
BRD-K03704870	BRD-K03704870
BRD-K99135512	BRD-K99135512
BRD-K38003476	clocortolone-pivalate
BRD-K83322645	L-693403
BRD-K84658672	nateglinide
BRD-A12409803	orteronel
BRD-K82185908	BRD-K82185908
BRD-A32917072	BRD-A32917072
BRD-K60218670	BRD-K60218670
BRD-K47917680	BRD-K47917680
BRD-K77014406	BRD-K77014406
BRD-K47703442	BRD-K47703442
BRD-K42687792	BRD-K42687792
BRD-K02275692	cefotiam
BRD-K14340219	BRD-K14340219
BRD-K20197062	SA-94315
BRD-K24894325	BRD-K24894325
BRD-K34974324	BRD-K34974324
BRD-A93393712	CVF-SUMO-14
BRD-K55473186	YL-61
BRD-K83048312	JL-7-128
BRD-K87932577	NSC-693868
BRD-K79983625	DC-45-A2
BRD-K92343999	KU-C104253
BRD-K35035132	BRD-K35035132
BRD-K74980345	BRD-K74980345
BRD-K89626439	sirolimus
BRD-K70771662	BRD-K70771662
BRD-A72837804	BRD-A72837804
BRD-K19624190	BRD-K19624190
BRD-K14191038	JFD02227
BRD-A16444946	acarbose
BRD-K51677086	erythromycin-ethylsuccinate
BRD-A62890442	3-methyl-GABA
BRD-K84996949	sinensetin
BRD-K99311057	CD-00491SC
BRD-K88217904	BRD-K88217904
BRD-K34639619	SD-6-035-A1
BRD-K62716919	BRD-K62716919
BRD-K86456986	BRD-K86456986
BRD-K76133116	benzydamine
BRD-K27170250	BRD-K27170250
BRD-K33164466	BRD-K33164466
BRD-K58141791	BRD-K58141791
BRD-K85694079	BRD-K85694079
BRD-K55612480	BRD-K55612480
BRD-A60245366	AS-601245
BRD-K09638361	IC-261
BRD-A82238138	budesonide
BRD-K89692698	BRD-K89692698
BRD-A38030642	cyclosporin-a
BRD-K00610438	altanserin
BRD-K24859147	KIN001-242
BRD-K28168037	fenretinide
BRD-K47717570	NBQX
BRD-K84266862	BRL-50481
BRD-K48311056	BRD-K48311056
BRD-K18025010	MW-A1-18
BRD-K79619196	BRD-K79619196
BRD-A90643929	BRD-A90643929
BRD-K07452532	BRD-K07452532
BRD-K24861700	BRD-K24861700
BRD-K99756483	BRD-K99756483
BRD-K51998148	BRD-K51998148
BRD-K60070073	BRD-K60070073
BRD-K14609189	BRD-K14609189
BRD-K59332007	linopirdine
BRD-K54168141	BRD-K54168141
BRD-A54880345	etomidate
BRD-K85660637	BRD-K85660637
BRD-K51267267	BRD-K51267267
BRD-A50388635	BRD-A50388635
BRD-K19216856	BRD-K19216856
BRD-K67258146	BRD-K67258146
BRD-A96882008	L-732138
BRD-K89402695	L-655240
BRD-K92492521	LY-255283
BRD-K64245000	GW-4064
BRD-A47065382	huperzine-a
BRD-A66563878	medetomidine
BRD-K00863322	BRD-K00863322
BRD-K82983587	VU-0403126
BRD-K86273012	BRD-K86273012
BRD-K66634822	BRD-K66634822
BRD-A61599461	BRD-A61599461
BRD-K30570479	VU-0400195-3
BRD-K41666683	BRD-K41666683
BRD-K58499478	SPB02137
BRD-K58972465	BRD-K58972465
BRD-K30640165	BRD-K30640165
BRD-K91987625	BRD-K91987625
BRD-K13794505	BRD-K13794505
BRD-K44494044	BRD-K44494044
BRD-K74761218	WT-171
BRD-K41220170	BRD-K41220170
BRD-A57300602	BRD-A57300602
BRD-K47731572	BRD-K47731572
BRD-A29437505	RWJ-21757
BRD-K07996107	harpagoside
BRD-K66019333	oxantel
BRD-K37883585	BRD-K37883585
BRD-K87510569	RS-504393
BRD-A94669766	naringenin
BRD-K87905482	anandamide
BRD-K90553655	testosterone
BRD-A20527803	IB-MECA
BRD-K46836114	BRD-K46836114
BRD-K77171813	proxyfan
BRD-K07117950	imperatorin
BRD-K73700643	BRD-K73700643
BRD-K08438429	BRD-K08438429
BRD-K21773564	BRD-K21773564
BRD-K95561591	BRD-K95561591
BRD-K24127443	BRD-K24127443
BRD-K63326650	KU-C104223
BRD-K73567619	BRD-K73567619
BRD-K74561903	BRD-K74561903
BRD-K55127335	BRD-K55127335
BRD-K81933000	BRD-K81933000
BRD-A72180425	K784-3188
BRD-K31600199	BRD-K31600199
BRD-K92932331	BRD-K92932331
BRD-K92984783	melperone
BRD-A49046702	SKF-89976A
BRD-K53878242	MMPX
BRD-K96670504	lonidamine
BRD-K92138166	mammea-a
BRD-K32906660	bis-tyrphostin
BRD-A45499626	UBP-302
BRD-K95788524	orthothymotinic-acid
BRD-K60487568	SU-4312
BRD-K54759182	dosulepin
BRD-A36074203	remacemide
BRD-K51557114	BRD-K51557114
BRD-K51223576	AG-99
BRD-K36395411	SB-206553
BRD-K45308677	BRD-K45308677
BRD-K13146765	BRD-K13146765
BRD-K24632213	BRD-K24632213
BRD-K95934080	PSH-023
BRD-K21237738	BRD-K21237738
BRD-K07259155	BRD-K07259155
BRD-K65283978	BRD-K65283978
BRD-K32944375	BRD-K32944375
BRD-K46445327	BRD-K46445327
BRD-K45232279	BRD-K45232279
BRD-K67778494	BRD-K67778494
BRD-K53579868	KU-C103882
BRD-K20287671	SU-4312
BRD-K15522385	cinanserin
BRD-K32755366	reserpic-acid
BRD-K09631521	thiotepa
BRD-K46384212	O-3M3FBS
BRD-K59962020	CHEMBL-374350
BRD-K88707333	BRD-K88707333
BRD-A56245458	reichstein
BRD-A94567954	BRD-A94567954
BRD-K06800040	BRD-K06800040
BRD-K91671201	BRD-K91671201
BRD-K40300908	BRD-K40300908
BRD-K52620403	STO-609
BRD-A87125127	3-matida
BRD-K61981833	KU-C104227
BRD-K85670329	BRD-K85670329
BRD-A08662020	BRD-A08662020
BRD-K66032149	VU-0365117-1
BRD-K90072296	ML-4054
BRD-A30455275	BRD-A30455275
BRD-K71292008	BRD-K71292008
BRD-K41429297	BRD-K41429297
BRD-A82590476	SDZ-NKT-343
BRD-K24526313	levcromakalim
BRD-A06276885	BRD-A06276885
BRD-A83859836	tropisetron
BRD-K63151507	MNITMT
BRD-K75478907	GS-39783
BRD-A78391468	prednisolone-hemisuccinate
BRD-K39983086	loteprednol
BRD-K25504083	cytochalasin-d
BRD-U43867373	BRD-U43867373
BRD-A49447682	BRD-A49447682
BRD-K08502430	angiogenesis-inhibitor
BRD-A09495397	bicuculline
BRD-A11813248	AM-92016
BRD-K40956802	SD-6-035-A8
BRD-K47808476	BRD-K47808476
BRD-K74271701	BRD-K74271701
BRD-K67484673	BRD-K67484673
BRD-K06592610	BRD-K06592610
BRD-K64614248	salicin
BRD-K92760278	riboflavin
BRD-A25337146	AT-SUMO-1
BRD-A03946276	BRD-A03946276
BRD-K27239120	SD-6-035-A11
BRD-K45895591	BRD-K45895591
BRD-K49553303	BRD-K49553303
BRD-K16118047	SA-427543
BRD-K69328504	L-690488
BRD-A94543220	bifonazole
BRD-K63265447	docetaxel
BRD-K80622725	STK-397047
BRD-K89853519	fisetinidol
BRD-K08554278	bisbenzimide
BRD-A65449987	flunisolide
BRD-K88198340	BRD-K88198340
BRD-K72883421	BRD-K72883421
BRD-A51666293	BRD-A51666293
BRD-K61248029	FU-JMBII113B
BRD-K73991644	isoquercetin
BRD-K27305388	BRD-K27305388
BRD-K48932581	cetraxate
BRD-K29530284	amlexanox
BRD-A42423104	benproperine
BRD-K09997269	BRD-K09997269
BRD-K14704318	BRD-K14704318
BRD-K86110682	BRD-K86110682
BRD-A04172077	BRD-A04172077
BRD-K16051505	BRD-K16051505
BRD-K00816165	BRD-K00816165
BRD-K25375605	BRD-K25375605
BRD-K58347372	BRD-K58347372
BRD-K36591038	BRD-K36591038
BRD-U74615290	BRD-U74615290
BRD-A63043573	cabergoline
BRD-K78844995	BRD-K78844995
BRD-K82688027	RG-13022
BRD-K03600170	MW-MITF28
BRD-A98349433	MW-MITF9
BRD-K24214483	BRD-K24214483
BRD-K85242180	beta-CCP
BRD-A10420615	cyclopiazonic-acid
BRD-A17535965	gelsemine
BRD-K13049116	BMS-754807
BRD-K08857385	BRD-K08857385
BRD-K49967178	BRD-K49967178
BRD-K53011428	BRD-K53011428
BRD-K74767048	BRD-K74767048
BRD-K03394322	SD-8-006
BRD-A11678676	wortmannin
BRD-K88849294	lobaric-acid
BRD-A43849199	karakoline
BRD-A19918940	lomatin
BRD-K23774426	BRD-K23774426
BRD-K86269644	BRD-K86269644
BRD-K68103045	CGS-20625
BRD-K69195780	NAN-190
BRD-A82096673	KU-C103428N
BRD-K19166598	BRD-K19166598
BRD-A63445921	nicardipine
BRD-K94080537	diethyltoluamide
BRD-K82216340	BRD-K82216340
BRD-K07521754	BRD-K07521754
BRD-K64822626	KU-C104135
BRD-K08447949	BRD-K08447949
BRD-K08829932	BRD-K08829932
BRD-K36895979	BRD-K36895979
BRD-A87445400	yohimbine
BRD-K18194590	mephentermine
BRD-A34299591	budesonide
BRD-K43796186	BRD-K43796186
BRD-K16618170	BRD-K16618170
BRD-K31412180	BRD-K31412180
BRD-K15672523	BRD-K15672523
BRD-A66861218	BRD-A66861218
BRD-K26241953	piceatannol
BRD-K03384561	roquinimex
BRD-K55703048	latrepirdine
BRD-A21723284	naltriben
BRD-A98725278	methysergide
BRD-K60184833	TYRPHOSTIN-46
BRD-K48367671	febuxostat
BRD-K59563627	BRD-K59563627
BRD-K92980438	BRD-K92980438
BRD-K37456065	VU-0365114-2
BRD-A62434282	goserelin
BRD-K14842454	BRD-K14842454
BRD-K81795824	BRD-K81795824
BRD-K61529775	BRD-K61529775
BRD-K74711637	BRD-K74711637
BRD-K66224104	BRD-K66224104
BRD-K75128590	BRD-K75128590
BRD-A36471396	biperiden
BRD-K82196068	BRD-K82196068
BRD-K54674054	BRD-K54674054
BRD-K82524003	BRD-K82524003
BRD-K23931216	BRD-K23931216
BRD-K59429476	PSH-021
BRD-K75315865	BRD-K75315865
BRD-K41924482	BRD-K41924482
BRD-A43188678	BRD-A43188678
BRD-K09635134	BRD-K09635134
BRD-K13642330	cosmosiin
BRD-U51951544	ZG-10
BRD-K59570838	homoveratrylamine
BRD-K32656671	BRD-K32656671
BRD-A38747044	KU-14R
BRD-A32164164	methyllycaconitine
BRD-K96362535	tubaic-acid
BRD-K70947604	BRD-K70947604
BRD-K96787835	BRD-K96787835
BRD-K40151202	BRD-K40151202
BRD-A63949900	BRD-A63949900
BRD-K63175663	BRD-K63175663
BRD-K88863622	KUC103903N
BRD-K43782924	BRD-K43782924
BRD-K66766661	BRD-K66766661
BRD-A75368507	demeclocycline
BRD-K15262564	mupirocin
BRD-A17718497	BRD-A17718497
BRD-A67306036	BRD-A67306036
BRD-K32485462	BRD-K32485462
BRD-K51941867	LM-1685
BRD-K35568648	BRD-K35568648
BRD-K26822808	BRD-K26822808
BRD-K82732294	BRD-K82732294
BRD-U87780043	BRD-U87780043
BRD-K95337198	BRD-K95337198
BRD-K73397362	purmorphamine
BRD-A73929928	BRD-A73929928
BRD-K36638198	felamidin
BRD-A83855350	naltrexone
BRD-A15297126	fluocinolone-acetonide
BRD-K22337096	phenylalanyltyrosine
BRD-A69951442	dexamethasone
BRD-K91818252	BRD-K91818252
BRD-A52588987	SKF-83566
BRD-K97149069	BRD-K97149069
BRD-K22096725	ALW-II-49-7
BRD-A22143024	estropipate
BRD-K29173907	isoflupredone-acetate
BRD-K48029790	OBAA
BRD-K78122587	NNC-55-0396
BRD-K14329163	BRD-K14329163
BRD-A04352665	maraviroc
BRD-K04430056	7-nitroindazole
BRD-K09635314	m-3M3FBS
BRD-K74710236	VU-0410183-2
BRD-A43805296	BRD-A43805296
BRD-K99530743	BRD-K99530743
BRD-K92742972	BRD-K92742972
BRD-K82312777	KU-C104132
BRD-K18816859	L-694247
BRD-K65742362	BRD-K65742362
BRD-K54316499	tolterodine
BRD-K11911061	GR-127935
BRD-K33583600	BRD-K33583600
BRD-K59470558	BRD-K59470558
BRD-K21614065	BRD-K21614065
BRD-K14550461	doxercalciferol
BRD-K24014699	BRD-K24014699
BRD-K66866270	BRD-K66866270
BRD-A09984573	BRD-A09984573
BRD-K48703351	SD-6-035-B2
BRD-K53792571	inhibitor-BEC
BRD-K54256913	MK-1775
BRD-K36324071	NF-449
BRD-K66792149	quinoclamine
BRD-K64970062	BRD-K64970062
BRD-K16701932	Gly-Gly-PALO
BRD-K37057377	KU-C104545N
BRD-K85580279	BRD-K85580279
BRD-K78206606	BRD-K78206606
BRD-A95795120	BRD-A95795120
BRD-A13367427	BRD-A13367427
BRD-K06476055	BRD-K06476055
BRD-K35458079	edaravone
BRD-K01868942	RS-23597-190
BRD-A93942655	BRD-A93942655
BRD-K73395020	ARP-101
BRD-K11158509	tyrphostin-B44
BRD-K14844937	BRD-K14844937
BRD-A78303415	hyoscyamine
BRD-K05402890	BRD-K05402890
BRD-K04887706	BRD-K04887706
BRD-K61662457	CAY-10594
BRD-K49562544	BRD-K49562544
BRD-K55502647	BRD-K55502647
BRD-K56024573	BRD-K56024573
BRD-A90131694	alclometasone
BRD-A16665823	butoconazole
BRD-K57304726	PRE-084
BRD-K59851896	calycanthine
BRD-A98378129	talniflumate
BRD-K20742498	RS-39604
BRD-A76941896	doxorubicin
BRD-K77681376	BRD-K77681376
BRD-K89748981	BRD-K89748981
BRD-K54657957	BRD-K54657957
BRD-K07872006	BRD-K07872006
BRD-A94570195	BRD-A94570195
BRD-K76935234	BRD-K76935234
BRD-K93229693	BRD-K93229693
BRD-K29160485	BRD-K29160485
BRD-K84987553	MDM2-inhibitor
BRD-K67075780	TGX-115
BRD-K37498076	BRD-K37498076
BRD-K31453413	BRD-K31453413
BRD-K57975631	BRD-K57975631
BRD-A30083233	BRD-A30083233
BRD-K63516691	T-0156
BRD-K31856043	BRD-K31856043
BRD-K98426715	tubacin
BRD-K36317223	BRD-K36317223
BRD-K01712134	EMF-csc-9
BRD-K10882151	BRD-K10882151
BRD-K97516968	VU-0418000-1
BRD-K57562268	BRD-K57562268
BRD-K72817452	BRD-K72817452
BRD-K52678950	BRD-K52678950
BRD-K63641886	cefuroxime
BRD-K60895275	BRD-K60895275
BRD-K86161929	cortisone-acetate
BRD-A02189320	met-leu-phe
BRD-A22713669	BVT-948
BRD-K79382620	BRD-K79382620
BRD-K90735586	BRD-K90735586
BRD-K69304050	BRD-K69304050
BRD-K90382497	GW-843682X
BRD-K56515112	medrysone
BRD-K13819402	desoxypeganine
BRD-A27554692	altrenogest
BRD-K32644160	BRD-K32644160
BRD-A96897502	U-74389F
BRD-K45479396	BP-554
BRD-K59753853	MDL-29951
BRD-K04210847	tamoxifen
BRD-K14536225	piceid
BRD-A44862234	BRD-A44862234
BRD-K37940862	BRD-K37940862
BRD-K11015688	KU-C104256
BRD-K79222491	BRD-K79222491
BRD-A89047717	KU-C103654
BRD-A49160188	donepezil
BRD-K21806131	tegaserod
BRD-K88708949	BRD-K88708949
BRD-K53472085	BRD-K53472085
BRD-K39687892	BRD-K39687892
BRD-K89784888	BRD-K89784888
BRD-K79779816	BRD-K79779816
BRD-K89843224	BRD-K89843224
BRD-A59145032	BRD-A59145032
BRD-A35912562	pregnenolone-succinate
BRD-K52015643	deoxyrhapontin
BRD-A49765801	BRD-A49765801
BRD-K69837166	trap-101
BRD-K10042277	desmethylclozapine
BRD-K82484965	carmoxirole
BRD-K96720755	relcovaptan
BRD-K45068323	W-13
BRD-K17110974	aristolochic-acid
BRD-K30197592	5-methoxytryptamine
BRD-K32480606	BRD-K32480606
BRD-K44849676	capsazepine
BRD-K51290057	SA-792709
BRD-A85424553	thioperamide
BRD-A39255369	DCPIB
BRD-K71915010	BRD-K71915010
BRD-K39732687	BRD-K39732687
BRD-K24281017	KU-C103656
BRD-K75477256	BRD-K75477256
BRD-K10114046	BRD-K10114046
BRD-A82197375	BRD-A82197375
BRD-K40094191	BRD-K40094191
BRD-K93331292	BRD-K93331292
BRD-K02113384	PSH-012
BRD-A49734948	foliosidine
BRD-A04756508	norgestimate
BRD-K13725475	rhodomyrtoxin
BRD-A47513740	calyculin
BRD-K02953697	naringin
BRD-K79092138	nitrofural
BRD-K73099734	BRD-K73099734
BRD-K23342641	BRD-K23342641
BRD-A56831909	BRD-A56831909
BRD-A74134989	BRD-A74134989
BRD-K36772364	BRD-K36772364
BRD-K53445087	BRD-K53445087
BRD-K87547250	KU-C104218
BRD-K44366801	BRD-K44366801
BRD-K67742177	BRD-K67742177
BRD-K71489689	BRD-K71489689
BRD-K99433267	BRD-K99433267
BRD-U86922168	QL-XII-47
BRD-K45114207	BRD-K45114207
BRD-K52930707	rescinnamine
BRD-K25741894	skimmianine
BRD-A10715913	sulpiride
BRD-K72166146	BRD-K72166146
BRD-K94144010	cotinine
BRD-K13664374	dichloroacetic-acid
BRD-K28610502	RAN-05
BRD-K71574320	BRD-K71574320
BRD-A39121618	BRD-A39121618
BRD-A94381689	BRD-A94381689
BRD-K23841751	BRD-K23841751
BRD-K41668190	BRD-K41668190
BRD-K54462405	doxepin
BRD-K42693031	glimepiride
BRD-K10176267	L-701252
BRD-A30395175	BRD-A30395175
BRD-K23644387	BRD-K23644387
BRD-K19812755	KU-C104224
BRD-K68826049	BRD-K68826049
BRD-K78959463	FPL-64176
BRD-A85712510	BRD-A85712510
BRD-K16336526	capsaicin
BRD-A13461302	BRD-A13461302
BRD-K15409150	penfluridol
BRD-K36007650	puromycin
BRD-A84189516	baccatin-III
BRD-A79314293	BRD-A79314293
BRD-K70881766	solanine
BRD-K14643723	BRD-K14643723
BRD-K10833576	BRD-K10833576
BRD-K00429057	BRD-K00429057
BRD-K38698447	BRD-K38698447
BRD-K05658747	raltegravir
BRD-K71303366	BRD-K71303366
BRD-K23978082	BRD-K23978082
BRD-K27184429	levocetirizine
BRD-K68407802	KIN001-055
BRD-K51095933	estropipate
BRD-A72066420	mifobate
BRD-K52512893	SC-19220
BRD-K62965247	tipifarnib-P2
BRD-K23363278	CYT-997
BRD-A69470004	BRD-A69470004
BRD-A00520476	otenzepad
BRD-K04534322	BRD-K04534322
BRD-A41250203	GP-42
BRD-A64811980	NK42-I-109-1
BRD-K55498981	ST-022313
BRD-K83972459	JWE-035
BRD-K88625236	nonoxynol-9
BRD-A72596465	GW-6471
BRD-K19593010	BRD-K19593010
BRD-K34092011	BRD-K34092011
BRD-K91677732	BRD-K91677732
BRD-A89208012	BRD-A89208012
BRD-K61413806	BRD-K61413806
BRD-K19499941	BRD-K19499941
BRD-A54487287	cortisone-acetate
BRD-A02180903	betamethasone
BRD-K82577285	dipropyl-dopamine
BRD-K24468827	BRD-K24468827
BRD-K43069600	BRD-K43069600
BRD-K99532291	SPB02303
BRD-K69003436	BRD-K69003436
BRD-K31633810	DAU-5884
BRD-K10705233	GW-405833
BRD-A99518825	BRD-A99518825
BRD-K29178788	dictamnine
BRD-K63350243	BRD-K63350243
BRD-K60379529	BRD-K60379529
BRD-A80536908	BRD-A80536908
BRD-K58318000	BRD-K58318000
BRD-K23935793	BRD-K23935793
BRD-K10057859	BRD-K10057859
BRD-K33182644	BRD-K33182644
BRD-K18096819	BRD-K18096819
BRD-K15592317	CP-466722
BRD-K24675965	LY-288513
BRD-K39120595	bithionol
BRD-A92826379	lupanine
BRD-K46285453	BRD-K46285453
BRD-K59273480	propentofylline
BRD-K27986637	BRD-K27986637
BRD-K55344148	BU-224
BRD-A43331270	niguldipine
BRD-K88761633	BRD-K88761633
BRD-K57457519	BRD-K57457519
BRD-K28916077	BRD-K28916077
BRD-K77690805	BRD-K77690805
BRD-K06623064	BRD-K06623064
BRD-A96456596	FPL-55712
BRD-K80725821	RS-16566
BRD-K80778372	Ro-19-4605
BRD-K68997413	PF-3845
BRD-K92158425	BRD-K92158425
BRD-A38793261	BRD-A38793261
BRD-K68535470	STK-222600
BRD-A82628254	BRD-A82628254
BRD-K84709232	caffeic-acid
BRD-K71059170	cefixime
BRD-K02283807	GR-32191
BRD-K17497770	butein
BRD-A47832959	BRD-A47832959
BRD-K32568627	BRD-K32568627
BRD-K09764130	mead-ethanolamide
BRD-K02313433	BRD-K02313433
BRD-A81377415	BRD-A81377415
BRD-K36153907	KU-C103885
BRD-K75940587	BRD-K75940587
BRD-K45505681	BRD-K45505681
BRD-K82024442	BRD-K82024442
BRD-K73951926	BRD-K73951926
BRD-K19146323	STK-661558
BRD-K18739469	BRD-K18739469
BRD-A71171460	UGISS-186
BRD-K66381707	BRD-K66381707
BRD-K18905250	ST-91
BRD-K43245338	MDL-28170
BRD-K34441861	moexipril
BRD-K72192970	ST-019365
BRD-A60294240	tribenoside
BRD-A02713983	dihydrodeoxygedunin
BRD-A18620900	estriol
BRD-K13580623	BRD-K13580623
BRD-A42737819	BRD-A42737819
BRD-K77998258	ganglioside
BRD-A51777634	VU-0418933-1
BRD-K27630390	BRD-K27630390
BRD-K93215584	BRD-K93215584
BRD-K46555627	BRD-K46555627
BRD-K21786893	BRD-K21786893
BRD-K22832646	MW-STK33-1A
BRD-K75081836	BRD-K75081836
BRD-K32111336	BRD-K32111336
BRD-K67798612	BRD-K67798612
BRD-K38594532	BRD-K38594532
